V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,mTurkCode,Q26,Q1,Q2,Q2,Q45_7,Q45_9,Q20_7,Q20_9,Q18_6,Q18_7,Q26_7,Q26_9,Q18_4,Q18_5,Q19_4,Q19_5,Q19_1,Q19_2,Q8,Q9,Q15,Q16,Q12,DO-BR-FL_17,DO-BR-FL_35,DO-BR-FL_31,DO-BR-FL_48,DO-BR-FL_56,DO-BR-FL_52,DO-BL-Treatment,DO-BL-Control,DO-Q-Q1,DO-Q-Q2,LocationLatitude,LocationLongitude,LocationAccuracy,
R_3QJd0HQ97Sq1HFC,Default Response Set,Anonymous,,,76.123.242.207,0,2016-04-23 21:44:24,2016-04-23 21:47:50,1,5465721,45-54,Democrat,Weak,,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,,,,,,,Very familiar,Moderately familiar,Male,Masters Degree,Service ,Divorced,Tennessee,,,Treatment,,,,Q45|Q20|Q18,,3|1|2,1|2,35.929794311523,-86.460502624512,-1,
R_88L6smNC577kVGh,Default Response Set,Anonymous,,,68.104.213.37,0,2016-04-23 21:46:06,2016-04-23 21:51:48,1,9157354,45-54,Democrat,Strong,,,,,,,,Agree,Neither Agree nor Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Moderately familiar,Very familiar,Female,Masters Degree,"Production, transportation, and material moving ",Living w/ partner,Arizona,,,Control,,,,,Q26|Q18|Q19,2|1|3,1|2,32.24479675293,-110.92320251465,-1,
R_1iaOQAL7C1MOLI2,Default Response Set,Anonymous,,,75.167.216.150,0,2016-04-23 21:59:45,2016-04-23 22:03:06,1,6746622,18-25,Democrat,Moderate,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,,,,,,,Extremely familiar,Extremely familiar,Female,4-year College Degree,Service ,"Single, never married",Iowa,Treatment,,,,,,Q45|Q20|Q18,,3|2|1,1|2,42.079406738281,-91.599197387695,-1,
R_ALJHI1l8KDCl9bH,Default Response Set,Anonymous,,,67.185.91.23,0,2016-04-23 22:01:01,2016-04-23 22:03:52,1,1665840,55-64,Republican,Weak,,Agree,Agree,Agree,Agree,Agree,Agree,,,,,,,Extremely familiar,Slightly familiar,Female,High School / GED,Retired,Married with children,Washington,,,,,,Treatment,Q45|Q18|Q20,,2|3|1,1|2,47.591506958008,-117.35449981689,-1,
R_1mL7Pgu5UA5Vc5z,Default Response Set,Anonymous,,,74.141.78.70,0,2016-04-23 22:02:23,2016-04-23 22:06:01,1,9999092,26-34,Democrat,Strong,,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,Moderately familiar,Extremely familiar,Female,Some College,Other,"Single, never married",Ohio,,Treatment,,,,,Q45|Q20|Q18,,3|1|2,2|1,40.91569519043,-81.133003234863,-1,
R_1FKaPvWRTwol0LI,Default Response Set,Anonymous,,,184.176.82.196,0,2016-04-23 22:09:40,2016-04-23 22:14:22,1,1568332,35-44,Independent,,Democrat,Agree,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,,,,,,,Moderately familiar,Moderately familiar,Female,Some College,Service ,Married without children,Arizona,,,Treatment,,,,Q45|Q18|Q20,,2|3|1,1|2,33.370300292969,-112.58380126953,-1,
R_3QEM92biP0tcEcn,Default Response Set,Anonymous,,,24.139.107.201,0,2016-04-23 22:12:59,2016-04-23 22:14:50,1,5717720,18-25,Democrat,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Very familiar,Moderately familiar,Female,High School / GED,Service ,"Single, never married",New York,Control,,,,,,,Q26|Q19|Q18,2|1|3,2|1,18.475692749023,-67.124702453613,-1,
R_b2ubyoq38mRNkLn,Default Response Set,Anonymous,,,63.155.56.71,0,2016-04-23 22:12:39,2016-04-23 22:16:50,1,6591232,45-54,Republican,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Very familiar,Moderately familiar,Male,4-year College Degree,Government ,Married with children,Idaho,,,,,,Control,,Q26|Q18|Q19,2|1|3,2|1,43.599197387695,-116.42340087891,-1,
R_1jIEVmg75lZ9ybL,Default Response Set,Anonymous,,,100.8.248.141,0,2016-04-23 22:15:45,2016-04-23 22:17:45,1,782945,35-44,Independent,,Democrat,,,,,,,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Agree,Extremely familiar,Extremely familiar,Male,4-year College Degree,Other,"Single, never married",New Jersey,,,Control,,,,,Q26|Q18|Q19,3|2|1,1|2,40.846099853516,-73.99520111084,-1,
R_31zOXByRLPBu42s,Default Response Set,Anonymous,,,172.242.245.196,0,2016-04-23 22:16:07,2016-04-23 22:18:28,1,6077170,26-34,Republican,Weak,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Moderately familiar,Slightly familiar,Female,Some College,Other,Married without children,Washington,,,,,Control,,,Q26|Q18|Q19,3|1|2,1|2,35.129302978516,-118.51100158691,-1,
R_2ty4EDvFYMiVnPN,Default Response Set,Anonymous,,,98.125.82.63,0,2016-04-23 22:16:00,2016-04-23 22:18:37,1,5399999,45-54,Democrat,Moderate,,Agree,Agree,Strongly Agree,Agree,Agree,Agree,,,,,,,Not familiar at all,Not familiar at all,Female,4-year College Degree,Other,Married without children,Montana,,,Treatment,,,,Q45|Q20|Q18,,3|1|2,1|2,48.198699951172,-114.38569641113,-1,
R_3qVCqEL6nY7BBpW,Default Response Set,Anonymous,,,71.104.144.35,0,2016-04-23 22:17:47,2016-04-23 22:20:57,1,1539782,35-44,Independent,,Republican,,,,,,,Neither Agree nor Disagree,Disagree,Agree,Neither Agree nor Disagree,Agree,Agree,Moderately familiar,Moderately familiar,Male,Masters Degree,"Management, professional, and related ","Single, never married",California,,,,,,Control,,Q26|Q19|Q18,1|3|2,1|2,34.122299194336,-117.71429443359,-1,
R_1jZMhoyqJhL7PZY,Default Response Set,Anonymous,,,98.245.4.16,0,2016-04-23 22:17:53,2016-04-23 22:21:38,1,1486817,18-25,Democrat,Moderate,,Agree,Strongly Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,,,,,,,Extremely familiar,Very familiar,Female,4-year College Degree,Service ,"Single, never married",Nevada,Treatment,,,,,,Q45|Q18|Q20,,2|1|3,2|1,39.91340637207,-105.00749969482,-1,
R_Y3Qw8URCDHIweVH,Default Response Set,Anonymous,,,73.208.230.253,0,2016-04-23 22:20:37,2016-04-23 22:23:34,1,2854391,26-34,Democrat,Moderate,,,,,,,,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Extremely familiar,Extremely familiar,Male,2-year College Degree,Other,"Single, never married",Illinois,,Control,,,,,,Q26|Q18|Q19,2|1|3,1|2,41.881301879883,-87.844100952148,-1,
R_21iktd7DOxlEYsn,Default Response Set,Anonymous,,,152.208.9.56,0,2016-04-23 22:20:31,2016-04-23 22:24:20,1,2072238,26-34,Democrat,Strong,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,,,,,,,Very familiar,Extremely familiar,Female,4-year College Degree,Other,"Single, never married",Pennsylvania,,Treatment,,,,,Q45|Q18|Q20,,1|2|3,1|2,40.237899780273,-76.922798156738,-1,
R_1mJFax3PXTWCwze,Default Response Set,Anonymous,,,45.49.224.164,0,2016-04-23 22:38:45,2016-04-23 22:41:27,1,1901943,18-25,Democrat,Weak,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,Slightly familiar,Slightly familiar,Male,Some College,Other,"Single, never married",California,Control,,,,,,,Q26|Q19|Q18,3|1|2,1|2,34.086303710938,-118.48960113525,-1,
R_2w5GLdeuXHrrTqR,Default Response Set,Anonymous,,,172.91.82.31,0,2016-04-23 22:40:54,2016-04-23 22:41:36,1,9731338,26-34,Republican,Moderate,,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Extremely familiar,Extremely familiar,Male,Masters Degree,"Management, professional, and related ","Single, never married",California,,,,,Treatment,,Q45|Q18|Q20,,2|3|1,2|1,34.086303710938,-118.48960113525,-1,
R_POR24afZAFMXvON,Default Response Set,Anonymous,,,173.188.12.88,0,2016-04-23 22:44:16,2016-04-23 22:47:10,1,1768597,55-64,Democrat,Strong,,Agree,Strongly Agree,Agree,Agree,Neither Agree nor Disagree,Disagree,,,,,,,Very familiar,Moderately familiar,Female,High School / GED,Other,Divorced,Kentucky,,,Treatment,,,,Q45|Q20|Q18,,2|3|1,2|1,37.715301513672,-85.856498718262,-1,
R_2TnmGOQLpoy7ULv,Default Response Set,Anonymous,,,73.52.96.202,0,2016-04-23 22:42:56,2016-04-23 22:48:53,1,9621065,35-44,Democrat,Weak,,,,,,,,Agree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Extremely familiar,Not familiar at all,Male,4-year College Degree,"Production, transportation, and material moving ","Single, never married",Pennsylvania,,,Control,,,,,Q26|Q19|Q18,2|3|1,1|2,41.500701904297,-75.602600097656,-1,
R_2thWxt5hLnyl3l7,Default Response Set,Anonymous,,,24.159.149.157,0,2016-04-23 22:50:20,2016-04-23 22:54:21,1,934642,18-25,Democrat,Moderate,,Agree,Agree,Strongly Agree,Strongly Agree,Neither Agree nor Disagree,Agree,,,,,,,Very familiar,Very familiar,Male,4-year College Degree,Sales and office ,Living w/ partner,California,Treatment,,,,,,Q45|Q18|Q20,,3|2|1,2|1,36.222198486328,-83.323699951172,-1,
R_3r22ucSZyesqBFS,Default Response Set,Anonymous,,,99.157.102.8,0,2016-04-23 22:52:14,2016-04-23 22:55:00,1,282421,35-44,Republican,Weak,,Agree,Agree,Agree,Strongly Agree,Neither Agree nor Disagree,Disagree,,,,,,,Moderately familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ",Married with children,Georgia,,,,,,Treatment,Q45|Q18|Q20,,1|2|3,2|1,34.126800537109,-84.573997497559,-1,
R_xGCmrOZWP6tezux,Default Response Set,Anonymous,,,99.190.59.67,0,2016-04-23 23:00:04,2016-04-23 23:03:25,1,490772,26-34,Republican,Strong,,,,,,,,Agree,Agree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Extremely familiar,Very familiar,Female,Masters Degree,Service ,Married without children,Texas,,,,,Control,,,Q26|Q19|Q18,3|1|2,2|1,29.572296142578,-95.136001586914,-1,
R_2VaP1f41ldP2d09,Default Response Set,Anonymous,,,108.250.206.38,0,2016-04-23 23:06:35,2016-04-23 23:10:13,1,2423826,45-54,Democrat,Moderate,,,,,,,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Strongly Agree,Agree,Extremely familiar,Extremely familiar,Male,4-year College Degree,Sales and office ,Married with children,Louisiana,,,Control,,,,,Q26|Q19|Q18,2|3|1,1|2,29.825607299805,-90.121101379395,-1,
R_0SZz3cXZMYuJ27v,Default Response Set,Anonymous,,,184.97.178.133,0,2016-04-23 23:08:23,2016-04-23 23:12:13,1,3405874,18-25,Democrat,Strong,,,,,,,,Neither Agree nor Disagree,Agree,Agree,Disagree,Neither Agree nor Disagree,Disagree,Moderately familiar,Moderately familiar,Female,Masters Degree,Sales and office ,Living w/ partner,Minnesota,Control,,,,,,,Q26|Q18|Q19,2|1|3,1|2,44.955596923828,-93.384101867676,-1,
R_1FhNrFpNZ9noygn,Default Response Set,Anonymous,,,115.242.238.20,0,2016-04-23 23:10:59,2016-04-23 23:12:51,1,6139904,26-34,Democrat,Moderate,,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Not familiar at all,Slightly familiar,Male,4-year College Degree,Service ,Married without children,Massachusetts,,Treatment,,,,,Q45|Q20|Q18,,2|1|3,1|2,13.083297729492,80.283294677734,-1,
R_1B8u3k0phxGOny9,Default Response Set,Anonymous,,,69.126.101.166,0,2016-04-23 23:11:46,2016-04-23 23:14:24,1,878257,18-25,Independent,,Democrat,,,,,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Very familiar,Very familiar,Male,4-year College Degree,Unemployed,"Single, never married",New Jersey,Control,,,,,,,Q26|Q18|Q19,1|2|3,1|2,40.937393188477,-74.583602905273,-1,
R_3PGdPmW5NR9DjzK,Default Response Set,Anonymous,,,104.11.62.66,0,2016-04-23 23:10:50,2016-04-23 23:14:42,1,1260726,45-54,Democrat,Moderate,,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,,,,,,,Slightly familiar,Moderately familiar,Male,Masters Degree,"Management, professional, and related ",Married with children,California,,,Treatment,,,,Q45|Q18|Q20,,2|3|1,2|1,37.953598022461,-122.07800292969,-1,
R_06DYxQmxG71B2Cd,Default Response Set,Anonymous,,,67.171.163.7,0,2016-04-23 23:17:15,2016-04-23 23:19:21,1,4635121,26-34,Democrat,Moderate,,,,,,,,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Moderately familiar,Slightly familiar,Male,High School / GED,Unemployed,"Single, never married",Oregon,,Control,,,,,,Q26|Q19|Q18,2|1|3,2|1,45.411407470703,-122.72399902344,-1,
R_9H5i5yBiisLssjT,Default Response Set,Anonymous,,,66.41.158.193,0,2016-04-23 23:19:01,2016-04-23 23:22:00,1,3387987,18-25,Independent,,Democrat,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,,,,,,,Extremely familiar,Extremely familiar,Female,4-year College Degree,Other,"Single, never married",Minnesota,Treatment,,,,,,Q45|Q20|Q18,,2|3|1,1|2,45.002807617188,-93.08260345459,-1,
R_3n2Gsy3H2YDu8pz,Default Response Set,Anonymous,,,73.151.202.186,0,2016-04-23 23:18:51,2016-04-23 23:22:16,1,189384,35-44,Democrat,Strong,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Neither Agree nor Disagree,,,,,,,Very familiar,Very familiar,Female,4-year College Degree,"Management, professional, and related ",Living w/ partner,California,,,Treatment,,,,Q45|Q20|Q18,,3|1|2,2|1,38.585601806641,-121.37770080566,-1,
R_3F53FNFrBEhUSv2,Default Response Set,Anonymous,,,68.253.159.16,0,2016-04-23 23:17:56,2016-04-23 23:23:35,1,3065421,65 or over,Democrat,Moderate,,,,,,,,Agree,Agree,Agree,Agree,Agree,Agree,Slightly familiar,Slightly familiar,Female,Some College,Sales and office ,Widowed,Kentucky,,,Control,,,,,Q26|Q19|Q18,2|3|1,2|1,38.214797973633,-85.73380279541,-1,
R_2bJGIX5zEQ6p5q1,Default Response Set,Anonymous,,,142.196.120.132,0,2016-04-23 23:21:55,2016-04-23 23:24:45,1,6570436,45-54,Republican,Strong,,Disagree,Strongly Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,,,,,,,Very familiar,Moderately familiar,Female,4-year College Degree,Unemployed,Married with children,Florida,,,,,,Treatment,Q45|Q20|Q18,,3|2|1,1|2,28.306900024414,-81.424598693848,-1,
R_1JWLJchljjwECsG,Default Response Set,Anonymous,,,75.161.197.197,0,2016-04-23 23:23:43,2016-04-23 23:27:41,1,2666390,45-54,Democrat,Strong,,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,,,,,,,Moderately familiar,Moderately familiar,Male,4-year College Degree,"Management, professional, and related ",Divorced,Minnesota,,,Treatment,,,,Q45|Q20|Q18,,1|2|3,1|2,44.965698242188,-93.187301635742,-1,
R_9GpxTKrQGcNGjSN,Default Response Set,Anonymous,,,108.17.57.52,0,2016-04-23 23:27:54,2016-04-23 23:29:03,1,3708549,45-54,Democrat,Weak,,,,,,,,Agree,Disagree,Strongly Disagree,Disagree,Disagree,Neither Agree nor Disagree,Extremely familiar,Moderately familiar,Male,2-year College Degree,Government ,"Single, never married",New York,,,Control,,,,,Q26|Q19|Q18,2|3|1,1|2,42.709106445312,-78.830101013184,-1,
R_2wuxFGJ5utK6Yog,Default Response Set,Anonymous,,,68.11.90.157,0,2016-04-23 23:37:02,2016-04-23 23:39:38,1,4567554,26-34,Independent,,Democrat,Agree,Agree,Neither Agree nor Disagree,Agree,Agree,Agree,,,,,,,Very familiar,Very familiar,Female,4-year College Degree,Service ,"Single, never married",Louisiana,,Treatment,,,,,Q45|Q20|Q18,,3|1|2,2|1,29.983795166016,-90.168296813965,-1,
R_32JAtJs2XCDoXZr,Default Response Set,Anonymous,,,66.66.94.3,0,2016-04-23 23:39:21,2016-04-23 23:40:41,1,4958268,26-34,Democrat,Moderate,,,,,,,,Agree,Agree,Neither Agree nor Disagree,Strongly Agree,Disagree,Agree,Slightly familiar,Moderately familiar,Male,Masters Degree,Sales and office ,"Single, never married",New York,,Control,,,,,,Q26|Q19|Q18,3|1|2,1|2,43.224594116211,-77.592002868652,-1,
R_2cj6dnjbLpIN3YB,Default Response Set,Anonymous,,,104.162.17.96,0,2016-04-23 23:39:13,2016-04-23 23:42:17,1,3279963,35-44,Democrat,Moderate,,Agree,Neither Agree nor Disagree,Agree,Agree,Strongly Agree,Strongly Agree,,,,,,,Very familiar,Very familiar,Male,High School / GED,"Production, transportation, and material moving ",Married with children,New York,,,Treatment,,,,Q45|Q18|Q20,,1|3|2,2|1,40.722900390625,-73.842399597168,-1,
R_xnsb67cp8mmXJuh,Default Response Set,Anonymous,,,184.89.91.251,0,2016-04-23 23:37:25,2016-04-23 23:42:56,1,9798782,45-54,Republican,Weak,,,,,,,,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Very familiar,Not familiar at all,Female,2-year College Degree,Other,Married with children,Florida,,,,,,Control,,Q26|Q19|Q18,2|1|3,2|1,27.910705566406,-80.635101318359,-1,
R_3kz7SPhlPndlAbT,Default Response Set,Anonymous,,,99.180.93.191,0,2016-04-23 23:41:46,2016-04-23 23:44:20,1,2792357,26-34,Independent,,Democrat,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,Extremely familiar,Extremely familiar,Female,4-year College Degree,"Management, professional, and related ",Married without children,Alabama,,Treatment,,,,,Q45|Q18|Q20,,2|1|3,1|2,30.627807617188,-88.152603149414,-1,
R_0rokXV2c705pvzj,Default Response Set,Anonymous,,,173.61.230.245,0,2016-04-23 23:39:47,2016-04-23 23:44:25,1,4246539,55-64,Democrat,Weak,,,,,,,,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Extremely familiar,Very familiar,Female,Masters Degree,Other,Married with children,New Jersey,,,Control,,,,,Q26|Q18|Q19,3|2|1,1|2,40.198699951172,-74.707000732422,-1,
R_7aFunQUxUjbtxbX,Default Response Set,Anonymous,,,184.3.188.97,0,2016-04-23 23:48:42,2016-04-23 23:50:50,1,6083810,26-34,Democrat,Moderate,,,,,,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Slightly familiar,Moderately familiar,Male,4-year College Degree,Government ,"Single, never married",North Carolina,,Control,,,,,,Q26|Q19|Q18,1|3|2,2|1,35.751907348633,-79.224800109863,-1,
R_2xKnenHrG2HYjnM,Default Response Set,Anonymous,,,24.162.214.202,0,2016-04-23 23:51:30,2016-04-23 23:55:32,1,1934092,18-25,Independent,,Democrat,,,,,,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Extremely familiar,Not familiar at all,Female,Some College,Sales and office ,"Single, never married",Texas,Control,,,,,,,Q26|Q18|Q19,3|2|1,2|1,31.902297973633,-106.40650177002,-1,
R_239aPtusPXX6Wlr,Default Response Set,Anonymous,,,184.17.214.102,0,2016-04-23 23:51:50,2016-04-23 23:55:42,1,4207023,26-34,Democrat,Moderate,,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Disagree,,,,,,,Slightly familiar,Slightly familiar,Male,4-year College Degree,Service ,"Single, never married",Indiana,,Treatment,,,,,Q45|Q18|Q20,,1|2|3,2|1,41.15690612793,-85.055603027344,-1,
R_uraSAWV049OJUEF,Default Response Set,Anonymous,,,184.59.200.36,0,2016-04-23 23:54:59,2016-04-23 23:57:08,1,2460775,26-34,Independent,,Republican,,,,,,,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Moderately familiar,Moderately familiar,Male,Some College,Other,Married with children,Wisconsin,,,,,Control,,,Q26|Q18|Q19,2|1|3,1|2,44.539199829102,-88.057899475098,-1,
R_2BrqOfutQAro9bX,Default Response Set,Anonymous,,,135.26.186.67,0,2016-04-23 23:57:02,2016-04-23 23:58:23,1,7231435,18-25,Republican,Strong,,,,,,,,Neither Agree nor Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Extremely familiar,Extremely familiar,Male,Some College,"Management, professional, and related ",Married without children,Illinois,,,,Control,,,,Q26|Q18|Q19,2|1|3,1|2,39.499496459961,-88.158096313477,-1,
R_2tG7GiFh6mToJBc,Default Response Set,Anonymous,,,96.245.23.72,0,2016-04-23 23:56:25,2016-04-23 23:58:42,1,5772480,35-44,Republican,Weak,,,,,,,,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Extremely familiar,Extremely familiar,Female,Masters Degree,Unemployed,Married with children,Pennsylvania,,,,,,Control,,Q26|Q18|Q19,2|1|3,2|1,40.590194702148,-75.354698181152,-1,
R_BWWkfJJVDfSTws1,Default Response Set,Anonymous,,,71.219.164.217,0,2016-04-23 23:55:49,2016-04-24 00:00:43,1,1841605,35-44,Independent,,Republican,Disagree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,,,,,,,Moderately familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ",Married with children,Iowa,,,,,,Treatment,Q45|Q20|Q18,,2|3|1,2|1,41.537994384766,-90.553100585938,-1,
R_SBhhACUbryW6oTL,Default Response Set,Anonymous,,,98.238.133.192,0,2016-04-24 00:00:12,2016-04-24 00:02:56,1,7811326,45-54,Independent,,Democrat,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,Very familiar,Very familiar,Male,4-year College Degree,"Management, professional, and related ",Living w/ partner,California,,,Treatment,,,,Q45|Q20|Q18,,1|3|2,1|2,38.763198852539,-121.27949523926,-1,
R_DbKtyX5GaAV65fX,Default Response Set,Anonymous,,,71.47.107.25,0,2016-04-23 23:56:20,2016-04-24 00:05:29,1,3530925,26-34,Independent,,Democrat,,,,,,,Neither Agree nor Disagree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Agree,Moderately familiar,Slightly familiar,Female,2-year College Degree,Retired,"Single, never married",Florida,,Control,,,,,,Q26|Q18|Q19,3|1|2,1|2,28.491302490234,-81.409698486328,-1,
R_AEWe8cEk4Mewlxv,Default Response Set,Anonymous,,,216.4.56.180,0,2016-04-24 00:06:32,2016-04-24 00:07:46,1,3996331,18-25,Independent,,Republican,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,,,,,,,Extremely familiar,Extremely familiar,Female,Some College,Service ,"Single, never married",Arizona,,,,Treatment,,,Q45|Q18|Q20,,2|3|1,1|2,37.751007080078,-97.821998596191,-1,
R_9O094XaFgDfh6Ol,Default Response Set,Anonymous,,,112.201.146.93,0,2016-04-24 00:07:10,2016-04-24 00:12:00,1,3022773,26-34,Republican,Moderate,,Agree,Disagree,Disagree,Neither Agree nor Disagree,Disagree,Disagree,,,,,,,Extremely familiar,Slightly familiar,Female,Some College,Unemployed,Married with children,Florida,,,,,Treatment,,Q45|Q18|Q20,,2|3|1,1|2,10.311096191406,123.89169311523,-1,
R_2BzmwxkNsFrrSuo,Default Response Set,Anonymous,,,45.33.141.209,0,2016-04-23 14:52:42,2016-04-24 00:15:53,1,6883897,26-34,Independent,,Democrat,Agree,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,,,,,,,Extremely familiar,Extremely familiar,Female,"Professional Degree (JD, MD)",Service ,"Single, never married",New York,,Treatment,,,,,Q45|Q20|Q18,,1|3|2,2|1,37.25390625,-122.06379699707,-1,
